时段,日前基础功率,日前调频功率,修正后基础功率,修正后调频功率,日前利润,实际利润,日前能量费用,日前容量收益,日前里程收益,实际能量费用,实际容量收益,实际里程收益,实际里程,实际能量,实际成本,修正次数
1,-0.09090909090909098,0.9090909090909091,-0.09090909090909098,0.9090909090909091,107.60914704186055,78.14592720462046,-8.078181818181825,45.27294545454545,70.41438340549693,-38.58060198322187,45.27294545454545,71.45358373329688,23.424332459119093,-0.43417287849675745,58.807582840816906,0.0
2,-0.2857142857142858,0.7142857142857142,-0.23076923076923078,0.7692307692307692,64.10211862088899,72.71673654085869,-19.077142857142864,24.831942857142852,58.347318620889,-16.122037703275574,26.742092307692303,62.09668193644196,19.84477486847483,-0.24145630827131306,49.60252714257385,0.0
3,-0.23076923076923078,0.7692307692307692,-0.09090909090909098,0.9090909090909091,65.33450893749799,89.96247278882187,-14.245384615384616,31.60153846153846,47.978355091344135,-7.170383214295881,37.347272727272724,59.78558327584503,24.206257602049135,-0.11615718798470567,31.752453291630363,0.0
4,0.0,1.0,0.0,1.0,184.34568079828267,210.31030884048604,0.0,43.21728,141.12840079828268,1.680999919175952,43.21728,165.41202892131008,30.50846740614074,0.028833617824630394,45.85189350080149,0.0
5,-0.44342080466378697,0.556579195336213,-0.2990573162712564,0.7009426837287436,3.2978724111362787,23.056009066383965,-25.76718295901266,29.06505537014894,0.0,-13.547834707492704,36.60384377387667,0.0,17.295736359064694,-0.23314119269476347,28.25492653655632,0.0
6,-0.3239583333333333,0.6760416666666668,-0.18220206469751934,0.8177979353024807,31.813115165751785,62.48038211608504,-23.810937499999998,31.026094000000004,24.59795866575178,-2.6695970701630727,37.53182217126758,27.618157014980536,21.10318251037696,-0.03632104857364725,43.52122900015489,0.0
7,-0.060416666666666785,0.9395833333333332,-0.0548980679413959,0.945101932058604,109.76538672004017,123.34003699800431,-5.062916666666676,45.39540499999999,69.43289838670685,6.927699302014933,45.66203278625222,70.75030490973715,28.0862173326891,0.08266944274480827,41.15753060086269,0.0
8,-0.04467750985404323,1.8353224901459586,-0.04467750985404323,1.8353224901459586,250.6799631509317,272.39973826672093,-4.6844369081964325,140.66601645734923,114.69838360177891,8.788552359505946,140.66601645734923,122.94516944986573,55.285078715134965,0.08382024186462514,38.864955294808276,0.0
9,0.21259615384615316,2.972596153846152,0.21259615384615316,2.972596153846152,512.5387460535027,557.4990275454234,19.658766346153783,244.474393153846,248.4055865535029,14.784616470808341,244.474393153846,298.24001792076905,97.770790034346,0.15988554634809496,73.6930694050818,0.0
10,0.13011458177106627,3.770114581771062,0.13788035617581096,3.777880356175816,559.9755744194454,473.95666664004403,14.15646649669201,269.36805146587847,276.4510564568749,-72.64222564280662,269.92290237933514,276.67598990351553,91.5878783346295,-0.6676675150993256,72.42926776199799,0.0
11,1.0375,4.6774999999999896,1.0375,4.6774999999999896,1650.9924067658194,1844.0013235804136,128.930125,1344.5750657999968,177.4872159658226,248.62460335651744,1344.5750657999968,250.8016544238994,143.19085960988136,2.000680802740142,178.16070960938163,0.0
