时段,资源类型,日前基础功率,日前调频功率,修正后基础功率,修正后调频功率
13,EV,-0.7685067606597611,-1.8714932383841925,-0.3001021630396963,-2.339897836800036
14,PV,2.0312499987691277,-8.184112831877144e-10,2.0312499999709392,2.8355373604682654e-11
14,ES,-8.264736117702398e-12,0.9999999999894351,-0.16666666666653623,0.8333333333334068
14,EV,-2.6399999927185807,4.488453581030782e-09,-1.271111111111633,1.3688888888709367
15,PV,1.643749998707576,-2.1330368027427937e-10,1.6437499999927143,-3.517713897949193e-12
15,ES,-0.9999999999379781,-7.081311231837972e-12,2.3028828843862925e-11,-0.9999999998057916
15,EV,-2.5478529740083653,0.09214689908308527,-2.5427335311953807,0.09726646851336213
16,PV,0.9937499972383355,-2.3189247189137063e-09,0.9937499994213299,-5.240863854005795e-10
16,ES,1.011302153131055e-12,-0.9999999999957647,4.682365606356598e-14,-0.999999999999056
16,EV,-0.589979501870442,2.0500204979037164,-0.3244579217025858,2.3155420768214
17,PV,0.3062500005996357,-0.30624999927210317,0.6124999990721764,9.029446079722447e-10
17,ES,-6.036365851613823e-12,0.9999999999910392,1.0436422559489955e-10,0.9999999998610208
17,EV,-0.008171570541900694,2.6318284290517138,-0.15932986089077283,2.4806701357007244
18,PV,0.14687500040973392,-0.14687499934498371,0.29374999999888723,5.084821452783217e-14
18,ES,6.089473716941463e-11,0.9999999999335298,0.1811303682393699,0.45282592059461246
18,EV,-1.1543741310071631e-10,1.7599999998262392,-0.25746497498875076,1.5025350177332082
19,PV,0.03125000079706855,-0.031249998565244186,0.06249999998159422,8.645861804268407e-14
19,ES,-7.454254227767798e-13,0.9999999999978368,-1.8724573974671088e-11,0.9999999999107567
19,EV,0.0,0.0,0.0,0.0
20,PV,-0.0,-0.0,-0.0,-0.0
20,ES,-5.033217698039575e-11,0.999999999879333,-0.21402519399435438,0.7859748058462428
20,EV,0.0,0.0,0.0,0.0
21,PV,-0.0,-0.0,-0.0,-0.0
21,ES,0.031542636419909155,0.031542673424313494,3.247228110697633e-12,2.438234454217673e-10
21,EV,0.0,0.0,0.0,0.0
22,PV,-0.0,-0.0,-0.0,-0.0
22,ES,-4.3181988632439275e-11,0.9999999999317092,-2.1574094016407207e-10,1.124038764904202e-09
22,EV,0.0,0.0,0.0,0.0
23,PV,-0.0,-0.0,-0.0,-0.0
23,ES,-8.651131797127742e-13,0.9999999999976961,-2.0790768343376564e-11,0.9999999999713027
23,EV,0.0,0.0,0.0,0.0
24,PV,-0.0,-0.0,-0.0,-0.0
24,ES,-1.077323424797195e-12,0.9999999999974841,0.0303617059220738,0.9696382940446675
24,EV,0.0,0.0,0.0,0.0
