时段,日前基础功率,日前调频功率,修正后基础功率,修正后调频功率,日前利润,实际利润,日前能量费用,日前容量收益,日前里程收益,实际能量费用,实际容量收益,实际里程收益,实际里程,实际能量,实际成本,修正次数
1,0.0,1.0,0.0,1.0,126.96155809448422,99.09409169288149,0.0,28.50648,98.45507809448422,-29.05556330035804,28.50648,99.64317499323953,25.766765705031013,-0.3775901663464332,60.47350083453284,0.0
2,-0.04334525446775538,0.07224209077959229,0.0,0.0,0.1673036239075656,0.0,-3.028099477117391,1.9783294282137165,1.2170736728112401,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-0.2857142857142858,0.7142857142857142,-0.2722373802868018,0.7277626197131982,29.75399891053494,38.415206636856624,-15.074285714285718,13.403485714285713,31.424798910534946,-13.25612680102549,13.656378227403799,38.01495521047831,22.202922162927713,-0.25125335104293955,38.05395145770445,0.0
5,-0.3333333333333333,0.6666666666666667,-0.2857142857142858,0.7142857142857142,26.016417299940294,35.520842352265284,-17.363333333333333,9.13808,34.24167063327363,-11.383925370785512,9.790799999999999,37.1139677230508,17.62497517430799,-0.21854339356470553,27.56645410813106,0.0
6,-0.2763392857142858,0.7236607142857142,-0.2213942307692308,0.7786057692307692,43.90358783881234,56.62569186618711,-15.966883928571432,21.853800964285714,38.01667080309806,-5.891806159992224,23.51308448076923,39.00441354541011,20.53815111494277,-0.10196964624424064,42.03689720383596,0.0
7,-0.16250000000000003,0.625,0.1671787887837947,0.09064242243241068,14.663988723289151,15.81903106071728,-9.750000000000002,17.4783,6.935688723289151,12.229850271996568,2.5348407232006456,1.0543400655200668,2.7473943754431587,0.20383083786660947,8.473763143773109,0.0
8,-0.24104166666666696,1.638958333333329,-0.23848377312108612,1.6415162268789099,174.8469842185515,191.2636784602375,-16.795783333333354,88.16822244999977,103.4745451018851,-6.031870621046069,88.30582504949449,108.98972403178905,48.7937950072477,-0.08656530742029375,34.83050822336072,0.0
9,-0.15598740472432016,2.604012595275678,-0.1645120320855621,2.5954879679144365,383.1185094182977,418.84388651091615,-12.503950362701502,170.06306289327162,225.5593968877276,-15.533463586643064,169.50633584759345,264.87101424996575,84.11808125316493,-0.1937807333663057,54.41959188486764,0.0
10,-0.5103837719298254,3.1296162280701867,-0.5103837719298255,3.12961622807018,308.310161770317,254.0941807020703,-47.771921052631654,170.79141975263218,185.2906630703165,-96.3724781639342,170.7914197526318,179.6752391133727,73.33204325977597,-1.0296204932044253,60.078947659904756,0.0
11,-0.12133973803153109,3.518660261968475,-0.10940899928774561,3.5305910007122594,446.4463735922193,571.205711837541,-11.96288477252865,319.40286661992633,139.00639174482163,64.09653865127433,320.4858674986546,186.62330568761203,107.76013124053726,0.650132251255445,53.803547168997106,0.0
12,1.21875,4.8587499999999935,1.21875,4.8587499999999935,1372.0020190609555,1446.5033964120662,150.6253125,876.3591329999989,345.0175735609566,156.33845385787316,876.3591329999989,413.80580955419407,146.527651325102,1.264976566533483,147.66396619842186,0.0
13,0.4108319797845561,4.050831979784556,0.3689819751083844,4.008981975108379,630.2803050904743,727.8071429080819,54.521512037208446,358.82140050308243,216.9373925501834,91.60885182923623,355.1143404808682,281.0839505979775,121.5550729103864,0.690293510882648,53.49518771550638,0.0
14,0.788958333333333,4.428958333333334,0.9103524142005187,4.550352414200513,848.0984315017275,835.1078696038492,115.2273645833333,593.4853771000002,139.3856898183941,77.05732263435837,609.7523198975728,148.2982270719181,116.8291320601863,0.5276091929774622,112.63166580687472,0.0
15,1.0425778388278433,3.0388278388278334,1.2183703791551297,3.2146203791551247,479.74849229256614,550.4006025273875,177.83250196886522,253.77883358241715,48.13715674128375,221.27004924551196,268.4596342736331,60.67091900824239,92.0260268903082,1.2972389590520723,104.45222097774794,0.0
16,0.9279433755421906,3.574193375542177,0.9937499999999999,3.639999999999986,617.5267146282561,522.1183341210021,193.74529737945397,370.2352512570318,53.54616599177034,95.49519717823688,377.0518751999985,49.571261742766715,77.50353618318748,0.4573743818106082,142.0782205399184,0.0
17,-0.18434315684315722,2.8431568431568337,0.0025543440748865397,3.030054344074892,192.9242505043973,333.4176600978159,-33.48777787212794,209.51723172827104,16.89479664825418,91.3939011290714,223.29003751052434,18.733721458220117,79.32639506360144,0.5031041568263316,112.08008384252423,0.0
18,0.12860820458508193,2.594858204585083,0.4338052037411896,2.6199447962588076,282.18342767921746,360.2071639300091,24.58088614234671,202.50543293835267,55.09710859851808,91.92277448902578,204.46321664262547,63.82117279835781,73.70331300623361,0.4809437267254004,117.06340508837162,0.0
19,0.0625,1.0,0.0625,1.0,155.97935331351687,175.26036705919933,11.475625,124.43664,20.067088313516884,27.93578726061002,124.43664,22.88793979858932,29.07512677666326,0.15214741713746538,33.52346084708647,0.0
20,0.0,1.0,0.0,1.0,186.12350640890497,179.77528335844514,0.0,144.61848,41.50502640890498,-6.918089668313241,144.61848,42.07489302675837,27.765608849882778,-0.04901927066047787,43.476176939714854,0.0
21,-0.09090909090909098,0.9090909090909091,0.0,1.0,114.27123426899945,144.33821500237832,-12.1609090909091,94.58029090909092,31.851852450817628,5.479601921460938,104.03832,34.820293080917395,24.23731281386944,0.040962861041047606,40.69090142076171,0.0
22,0.0,1.0,0.0,1.0,158.7331868346576,168.24021318834508,0.0,101.93256,56.80062683465759,6.332675274355656,101.93256,59.97497791398942,23.624101087945665,0.050359246714557895,42.4086520456496,0.0
23,-0.23076923076923078,0.7692307692307692,0.13602310248012472,0.8639768975198753,51.99558306859366,91.10664794885787,-21.323076923076925,42.28172307692307,31.03693691474751,5.4934301977491105,47.48956150353286,38.123656247575894,21.766041065803357,0.059452707767847515,43.51684032133484,0.0
