时段,日前基础功率,日前调频功率,修正后基础功率,修正后调频功率,日前利润,实际利润,日前能量费用,日前容量收益,日前里程收益,实际能量费用,实际容量收益,实际里程收益,实际里程,实际能量,实际成本,修正次数
1,0.0,1.0,0.0,1.0,130.05729795620178,91.43480681889437,0.0,49.800239999999995,80.25705795620178,-6.532656007304669,49.800239999999995,48.16722282619904,15.790461194007028,-0.07351627287086056,60.61714753161008,0.0
2,0.0,1.0,0.0,1.0,117.49543668708804,104.65125611225429,0.0,34.76472,82.73071668708805,0.42754560451903884,34.76472,69.45899050773525,22.19761163130057,0.006403259016310302,52.40306255271772,0.0
3,-0.04761904761904745,0.9523809523809526,-0.04761904761904745,0.9523809523809526,95.15055702627726,102.86468325729004,-2.939523809523799,39.12571428571429,58.96436655008677,4.465098244916721,39.12571428571429,59.27387072665903,23.99907310864632,0.07233271091716703,31.934426808501776,0.0
4,0.0,1.0,0.0,1.0,186.00732479322653,165.4604745606634,0.0,43.21728,142.7900447932265,-5.804284091198312,43.21728,128.04747865186172,23.61697848919587,-0.09955890379413915,46.2059461336315,0.0
5,-0.31034482758620685,0.6896551724137931,-0.35483870967741926,0.6451612903225807,17.980262068965523,19.35737832023124,-18.03413793103448,36.0144,0.0,-14.333512002349408,33.69089032258065,0.0,18.560720702789443,-0.24666171058938924,29.472020294334783,0.0
6,-0.12105978260869557,0.8789402173913045,-0.19062499999999996,0.8093750000000001,63.53339235415686,47.54313417704239,-8.897894021739125,40.33787139130435,32.09341498459164,-18.24117648068218,37.145262,28.63904865772457,21.883251312522592,-0.2481792718460161,37.766235696242546,0.0
7,0.10625000000000001,1.10625,0.10625000000000001,1.10625,143.91495163646638,140.68722509245634,8.90375,53.447804999999995,81.56339663646638,8.747207029448015,53.447804999999995,78.49221306300835,31.159573910302477,0.10438194545880686,42.66464695788712,0.0
8,0.1896249999999997,2.0696249999999994,0.1896249999999997,2.0696249999999994,306.9154022312444,302.9434865552237,19.88218124999997,158.62384178999994,128.40937919124448,13.087145849968424,158.62384178999994,131.23249891525535,59.011664020458014,0.12481779542173033,45.83216405780163,0.0
9,0.5349404761904764,3.2949404761904795,0.5349404761904764,3.2949404761904795,590.924847514159,552.8032431655001,49.46594583333335,270.98486700000024,270.47403468082535,-8.062144739748037,270.98486700000024,289.880520905248,95.03033074522946,-0.08718659824535564,84.13735162370769,0.0
10,0.5475597826086955,4.187559782608694,0.6204376293995857,4.260437629399584,659.656920815198,822.156024660783,59.57450434782607,299.19377636217376,300.88864010519814,123.33793429196787,304.4007702503725,394.4173201184427,130.56371657213882,1.133620719595293,134.23623008889493,0.0
