时段,资源类型,日前基础功率,日前调频功率,修正后基础功率,修正后调频功率
1,PV,-0.0,-0.0,-0.0,-0.0
1,ES,-4.8123645720789665e-12,0.9999999999942821,-4.8123645720789665e-12,0.9999999999942821
1,EV,0.0,0.0,0.0,0.0
2,PV,-0.0,-0.0,-0.0,-0.0
2,ES,-5.394870785147081e-12,0.9999999999936837,-5.97277005975911e-11,0.9999999999357376
2,EV,0.0,0.0,0.0,0.0
3,PV,-0.0,-0.0,-0.0,-0.0
3,ES,-0.053379563500137686,0.9466204364984512,-0.09090909091106496,0.909090909088124
3,EV,0.0,0.0,0.0,0.0
4,PV,-0.0,-0.0,-0.0,-0.0
4,ES,-0.9999999993704658,3.7465130251486206e-10,-7.952387546740145e-12,6.508709182027617e-12
4,EV,0.0,0.0,0.0,0.0
5,PV,-0.0,-0.0,-0.0,-0.0
5,ES,-2.4804630061772328e-12,0.9999999999961071,-0.23076923076688494,0.7692307692284226
5,EV,0.0,0.0,0.0,0.0
6,PV,0.009375004153766957,-0.009374995059964641,0.01874998869797251,1.1291007465975155e-08
6,ES,-3.7954927829125795e-12,0.9999999999948079,-0.20510243651570054,0.41020487304452413
6,EV,0.0,0.0,0.0,0.0
7,PV,0.2124999776132436,-2.0166038783298035e-08,0.10625000021081508,0.10624999928329278
7,ES,-2.601911741617613e-12,0.9999999999959877,-0.2856854642241818,0.7143145357624431
7,EV,0.0,0.0,0.0,0.0
8,PV,0.7312499959930623,2.617744354616036e-10,0.3656250001227948,0.3656249994177256
8,ES,-6.814965258783445e-12,0.9999999999913987,-0.2857142857143154,0.7142857142772295
8,EV,-3.83348353061308e-11,0.8799999999428014,-0.3623529411691721,0.5176470588299787
9,PV,1.2374999978193637,1.83766779571215e-10,0.6187500022550019,0.6187499971951174
9,ES,-6.419853260108965e-10,0.999999999355745,-0.33333333333024656,0.6666666666663534
9,EV,-0.31249318539757687,1.4475068143877667,-0.7534640515381723,1.0065359482772973
10,PV,1.906249998202075,3.7630665250532047e-10,0.9531250000305156,0.953124999903923
10,ES,-0.03639183507994326,0.9636081649141477,-0.16666666643295236,0.8333333335560656
10,EV,-2.6690261112349845e-10,-2.6399999978362914,-0.7542857129775258,1.8857142869407668
11,PV,2.074999998544212,3.8018144188356473e-10,1.0375000005598993,1.0374999993281946
11,ES,-0.19591204367186388,0.8040879563231229,-0.2683875782693522,0.7316124217188396
11,EV,-0.06410974894993504,-2.57589024976024,-1.0547536614299662,1.5852463381534843
12,PV,2.4374999984314605,8.563463271826777e-10,1.2187500001268279,1.2187499997530025
12,ES,-0.8845464427416423,0.1154535572528691,-0.2307692307871454,0.7692307692103013
12,EV,-2.9212202101724927e-09,-2.6399999961110368,-0.9900000559629715,1.649999943997905
13,PV,2.381249998580335,3.8252176426389894e-10,1.190625000941013,1.1906249989729567
13,ES,-8.917588889545414e-12,0.9999999999862605,-0.16666666666688765,0.8333333333330019
13,EV,-0.7685067606597611,-1.8714932383841925,-0.989999998215881,1.6500000016889014
14,PV,2.0312499987691277,-8.184112831877144e-10,1.7071020892094477,0.3241479107696418
14,ES,-8.264736117702398e-12,0.9999999999894351,-0.23076923076548764,0.7692307692336088
14,EV,-2.6399999927185807,4.488453581030782e-09,-1.2737210769863587,1.3662789229997143
15,PV,1.643749998707576,-2.1330368027427937e-10,1.6437499981555481,1.0731545527850323e-09
15,ES,-0.9999999999379781,-7.081311231837972e-12,-3.797327816379684e-09,5.018035382743954e-09
15,EV,-2.5478529740083653,0.09214689908308527,-1.9930195743226393,0.6469804256443907
16,PV,0.9937499972383355,-2.3189247189137063e-09,0.9937499989522127,9.410082780700748e-10
16,ES,1.011302153131055e-12,-0.9999999999957647,-0.13791226286841685,0.22985377137633636
16,EV,-0.589979501870442,2.0500204979037164,-2.119253476376894,0.5207465227769864
17,PV,0.3062500005996357,-0.30624999927210317,0.612499998684215,1.2736288396300274e-09
17,ES,-6.036365851613823e-12,0.9999999999910392,-0.16666666657584758,0.8333333334148038
17,EV,-0.008171570541900694,2.6318284290517138,-1.1536788893895393,1.4863211089154147
18,PV,0.14687500040973392,-0.14687499934498371,0.29374999992534756,4.17190337910173e-11
18,ES,6.089473716941463e-11,0.9999999999335298,-4.0710244650026374e-06,8.109110928655868e-06
18,EV,-1.1543741310071631e-10,1.7599999998262392,-1.4945873472567048,0.2654126506449129
19,PV,0.03125000079706855,-0.031249998565244186,0.06249999989379364,1.0500369923535702e-10
19,ES,-7.454254227767798e-13,0.9999999999978368,-0.03192393092326553,0.9680760684600275
19,EV,0.0,0.0,0.0,0.0
20,PV,-0.0,-0.0,-0.0,-0.0
20,ES,-5.033217698039575e-11,0.999999999879333,-0.06597927153958251,0.21993090396105458
20,EV,0.0,0.0,0.0,0.0
21,PV,-0.0,-0.0,-0.0,-0.0
21,ES,0.031542636419909155,0.031542673424313494,-1.863264363167014e-10,1.8480064773211067e-10
21,EV,0.0,0.0,0.0,0.0
22,PV,-0.0,-0.0,-0.0,-0.0
22,ES,-4.3181988632439275e-11,0.9999999999317092,-0.254621256871533,0.42990719326792787
22,EV,0.0,0.0,0.0,0.0
23,PV,-0.0,-0.0,-0.0,-0.0
23,ES,-8.651131797127742e-13,0.9999999999976961,-0.26959875561906727,0.7304012443786893
23,EV,0.0,0.0,0.0,0.0
24,PV,-0.0,-0.0,-0.0,-0.0
24,ES,-1.077323424797195e-12,0.9999999999974841,-0.5383711152574359,0.46162888455481516
24,EV,0.0,0.0,0.0,0.0
