时段,资源类型,日前基础功率,日前调频功率,修正后基础功率,修正后调频功率
1,PV,-0.0,-0.0,-0.0,-0.0
1,ES,-4.8123645720789665e-12,0.9999999999942821,-4.8123645720789665e-12,0.9999999999942821
1,EV,0.0,0.0,0.0,0.0
2,PV,-0.0,-0.0,-0.0,-0.0
2,ES,-5.394870785147081e-12,0.9999999999936837,-1.041187107016386e-13,0.9999999999996886
2,EV,0.0,0.0,0.0,0.0
3,PV,-0.0,-0.0,-0.0,-0.0
3,ES,-0.053379563500137686,0.9466204364984512,-7.957380948394737e-13,0.9999999999979967
3,EV,0.0,0.0,0.0,0.0
4,PV,-0.0,-0.0,-0.0,-0.0
4,ES,-0.9999999993704658,3.7465130251486206e-10,-0.5313449033786359,0.4686550963985907
4,EV,0.0,0.0,0.0,0.0
5,PV,-0.0,-0.0,-0.0,-0.0
5,ES,-2.4804630061772328e-12,0.9999999999961071,-1.3733634914430019e-11,0.9999999999777879
5,EV,0.0,0.0,0.0,0.0
6,PV,0.009375004153766957,-0.009374995059964641,0.009375000011425456,-0.009374999956092839
6,ES,-3.7954927829125795e-12,0.9999999999948079,-4.784589825029828e-12,0.9999999999946841
6,EV,0.0,0.0,0.0,0.0
7,PV,0.2124999776132436,-2.0166038783298035e-08,0.21249999934530744,-5.587803553197546e-10
7,ES,-2.601911741617613e-12,0.9999999999959877,-5.534059321909979e-12,0.9999999999935052
7,EV,0.0,0.0,0.0,0.0
8,PV,0.7312499959930623,2.617744354616036e-10,0.7312499999003125,7.148781566712614e-12
8,ES,-6.814965258783445e-12,0.9999999999913987,-8.271605622667266e-12,0.9999999999883462
8,EV,-3.83348353061308e-11,0.8799999999428014,-9.040637682922181e-11,0.8799999998727883
9,PV,1.2374999978193637,1.83766779571215e-10,1.2374999999668617,4.040878742728182e-12
9,ES,-6.419853260108965e-10,0.999999999355745,-0.09620688627895965,0.9037931137163351
9,EV,-0.31249318539757687,1.4475068143877667,-0.059066988241528284,1.700933011540927
10,PV,1.906249998202075,3.7630665250532047e-10,1.9062499999874514,3.2912006453500453e-12
10,ES,-0.03639183507994326,0.9636081649141477,-3.0922653326825866e-11,0.9999999999622138
10,EV,-2.6690261112349845e-10,-2.6399999978362914,-1.089367485107573e-11,-2.6399999999683583
11,PV,2.074999998544212,3.8018144188356473e-10,2.074999999989936,2.713662627940039e-12
11,ES,-0.19591204367186388,0.8040879563231229,-0.3394553779431715,0.6605446220551281
11,EV,-0.06410974894993504,-2.57589024976024,-0.5924068022473498,-2.0475931977252255
12,PV,2.4374999984314605,8.563463271826777e-10,2.437499999981107,1.0976775044468923e-11
12,ES,-0.8845464427416423,0.1154535572528691,-0.9542682041512887,0.045731795845657564
12,EV,-2.9212202101724927e-09,-2.6399999961110368,-5.192967722500441e-10,-2.6399999994241776
13,PV,2.381249998580335,3.8252176426389894e-10,2.3812499999527197,1.961253381921324e-11
13,ES,-8.917588889545414e-12,0.9999999999862605,-1.010975192450303e-10,0.9999999998983441
