hour,price_buy,pv_forecast,pv_actual,load_forecast,load_actual,ev_power_floor_dayahead,ev_power_actual,dayahead_net_grid,intraday_net_grid,dayahead_ev_charge,intraday_ev_charge,dayahead_pv_curt,intraday_pv_curt,dayahead_es_energy_end,intraday_es_energy_end
1,77.72,0.0,0.0,0.9590163934426212,1.0288656449206068,0.0,0.0,0.712335232573406,0.7213883180628304,0.0,0.0,0.0,0.0,0.670670871766493,0.6763397360968155
2,60.75,0.0,0.0,0.9379391100702554,1.0096273691230582,0.0,0.0,1.0172926746202344,1.0096273859148668,2.1339370534710857e-07,0.0,1.8816808606168762e-07,0.0,0.6706724851042345,0.6763397650300786
3,56.4,0.0,0.0,0.9168618266978907,1.017800399265205,0.0,0.0,0.99753871301629,1.0178004228884596,1.7071860810021486e-08,0.0,0.0,0.0,0.6706731818965693,0.6763397899870325
4,53.97,0.0,0.0,0.895784543325525,0.9283055284597015,0.0,0.0,0.9791242918709998,0.9283056730705163,5.3283284393628545e-08,4.4055375304656394e-08,3.989550049656107e-08,1.6939396807868315e-08,0.6706738524779565,0.6763398736168551
5,52.32,0.0,0.0,0.9695550351288041,1.0076430041378301,0.0,0.0,1.2031651335132023,1.1328976193473645,0.0,6.502502878449656e-09,0.0,0.0,0.821770270572763,0.7953317607292756
6,49.89,0.018749999999999996,0.018995341916565177,1.0854800936768128,1.1545267130448205,0.0,0.0,1.6797672459364505,1.5718626920505891,0.0,0.0,0.0,0.0,1.3174511711478085,1.2098466075050425
7,47.57,0.21250000000000002,0.19750587937256064,1.6651053864168606,1.605736635850022,0.138,0.12299999999999998,2.1031725398901004,1.9412441233536146,0.13800011982057458,0.12299936496441097,1.0936226532816626e-07,0.0,1.6457086028649441,1.5993600616738286
8,50.34,0.7312499999999998,0.5875288541995723,2.1077283372365323,2.1965861408829523,0.31300000000000006,0.3420000000000001,2.181317977974973,1.9510194563097807,0.3130001759695862,0.342001855480347,1.6666388994483387e-07,0.0,1.8000002003015652,1.5993219964204104
9,59.89,1.2375,1.2270722801506901,2.539812646370022,2.5580446855027454,0.5310000000000002,0.5310000000000002,2.259873888801929,1.5387745923427267,0.5309997853206028,0.20780393485561682,0.0,0.0,1.799999937841007,1.5993282056896536
10,72.88,1.90625,1.4679122215647566,2.581967213114753,2.7028103849989518,0.5310000000000002,0.5310000000000002,1.4605321064979289,1.2349080235149197,0.24370061598639323,1.5841219278980478e-05,0.0,0.0,1.7999999814783791,1.5993227916276682
11,74.46,2.075,2.033174231160872,2.581967213114753,2.5784667631472553,0.5310000000000002,0.5310000000000002,1.1147300548483838,0.5454787403787675,2.1764933379547796e-09,0.00018512954267494586,2.49407721417674e-10,3.92451001366681e-08,1.7999999950747798,1.5993238346752672
12,76.15,2.4375,2.4327875082792882,2.6135831381733006,2.6244287165073907,0.5310000000000002,0.5310000000000002,0.9068618876887568,0.19164118808464964,7.654527537893434e-10,2.042693650762439e-08,6.769055294785575e-11,0.0,1.7999999986816773,1.5993238021249592
13,91.68,2.3812499999999996,3.0781101912852957,2.2131147540983593,2.147726677068186,0.5310000000000002,0.5310000000000002,0.45878535266484555,-0.1881453584538827,2.5469631127922904e-10,0.5310000366587679,1.9983574390976688e-11,2.419920757454789e-11,1.799999999616521,1.8000000152254014
14,98.42,2.03125,2.298131433472125,2.160421545667446,2.293076803079575,0.5310000000000002,0.5310000000000002,0.6782813356523696,2.1160504509415958e-08,3.416084977668869e-11,0.005054755371652195,7.026992382364397e-12,0.0,1.7999999997759049,1.7999999560608284
15,114.97,1.6437499999999998,1.8193890363630663,2.7400468384074927,2.84080555925327,0.5310000000000002,0.5310000000000002,1.5588484096266486,1.0214165197205984,0.0,6.293552765064421e-09,1.0405588110857527e-12,0.0,1.799999999485218,1.7999999467438772
16,127.97,0.9937499999999999,1.0536698059145306,2.72950819672131,2.827793664326442,0.5310000000000002,0.5310000000000002,2.1444046274347524,1.7741243803841025,1.4664777627012741e-09,1.2643265524471592e-07,1.92882617831898e-09,1.7124565451177398e-07,1.8000000019468443,1.8000001703958912
17,182.85,0.6125,0.5953425083730964,2.7505854800936755,2.644748152622536,0.5310000000000002,0.5310000000000002,2.2510512119623787,1.9420654609279693,0.0,0.0,0.0,0.0,1.6041631750870962,1.6870108378635527
18,185.3,0.29375000000000007,0.28376942064567845,2.8559718969555026,2.859998943870609,0.3090000000000001,0.35300000000000015,1.9823377157876365,1.7553831085162792,0.0,4.441318539365224e-07,5.439261966319862e-13,9.621680783041406e-07,0.7346140543918536,0.8229610146848163
19,192.39,0.0625,0.05840617766882641,2.033957845433253,2.163247981629072,0.13205,0.19000000000000003,1.6444970262401224,1.5130428563831866,1.6295635454522203e-09,1.8154685920459382e-06,2.634579471174994e-09,6.302316483042228e-06,0.2000000019551503,0.20000622483199648
20,94.56,0.0,0.0,1.9496487119437926,2.108589621983134,0.0,0.0,2.123762033929415,2.1085835539384457,0.0,0.0,0.0,5.738793194249576e-09,0.19999999951026198,0.20000041627006618
21,89.51,0.0,0.0,1.4543325526932063,1.5220728278053415,0.0,0.0,1.583078152901246,1.5220798662280093,4.111467968039162e-11,1.3157538616629384e-06,5.783218628248108e-13,3.008398432224058e-06,0.1999999998677049,0.2000030790613514
22,78.23,0.0,0.0,1.2330210772833698,1.2071660892970275,0.0,0.0,1.3269940203710113,1.2071653166608067,1.7344493422904706e-11,2.738725827439658e-07,0.0,3.255625919527966e-07,0.1999999999640389,0.20000169227148884
23,75.01,0.0,0.0,0.9063231850117084,0.9465584832845388,0.0,0.0,0.9795733722979498,0.9465550031594712,7.252862172049663e-12,0.0,4.049416195924106e-16,0.0,0.1999999999900612,0.19999950101946024
24,68.39,0.0,0.0,0.9484777517564378,0.9993169432954073,0.0,0.0,1.0280384470249944,0.9993175516303197,2.628949299339187e-12,4.9991492984886526e-08,8.708448542364804e-16,8.744149611347553e-08,0.19999999999663798,0.19999997240931217
